Records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,Capacitity Moist,Temp,Moist,EC (u/10 gram),Ph,Nitro (mg/10 g),Posh Nitro (mg/10 g),Pota Nitro (mg/10 g)
104_0ml-9,753.24,157.88,384.49,108.91,190.3,186.66,33.74,40.5,188.39,53.49,113.7,10.73,21.84,20.93,42.69,157.97,16.71,7.08,2643,38.3,0,0,7.96,0,0,0
104_25ml-1,720.93,144.48,349.13,92.02,164.82,152.27,23.25,27.41,110.96,38.8,75.8,7.51,15.37,16.1,30.73,95,13.25,6.2,2476,38.2,12.5,1.67,7,0.14,0.19,0.48
104_25ml-10,719.39,144.48,349.13,92.87,165.57,155.08,23.71,27.82,113.27,38.8,76.8,7.51,16.18,16.1,29.88,95,13.83,6.2,2513,38.2,12.5,1.72,7.53,0.14,0.19,0.48
104_25ml-2,720.16,144.48,349.13,90.34,164.82,150.17,23.25,27,109.8,38.42,70.81,7.51,15.37,15.3,29.88,92.8,13.25,6.2,2519,38.2,12.6,1.68,7,0.14,0.19,0.48
104_25ml-3,720.16,144.48,349.13,93.71,165.57,153.67,23.71,27.82,112.11,38.8,75.8,7.51,16.18,16.1,30.73,95,13.25,6.2,2520,38.2,12.6,1.69,6.94,0.14,0.19,0.48
104_25ml-4,720.16,144.48,348.22,91.18,164.82,151.57,23.25,27.41,110.96,38.42,76.8,7.51,16.18,16.1,30.73,95,13.25,6.2,2496,38.2,12.6,1.7,6.94,0.14,0.19,0.48
104_25ml-5,720.16,144.48,349.13,92.02,164.82,153.67,23.25,27.82,112.11,38.42,75.8,7.51,16.18,16.1,29.88,95,13.25,6.2,2522,38.2,12.6,1.7,6.94,0.14,0.19,0.48
104_25ml-6,719.39,144.48,349.13,99.62,165.57,167.01,25.53,29.86,122.51,38.8,75.8,8.23,16.99,17.71,29.88,101.63,13.25,7.08,2548,38.2,12.6,1.7,6.94,0.14,0.19,0.48
104_25ml-7,719.39,144.48,348.22,91.18,164.82,150.87,23.25,27.41,109.8,38.8,70.81,7.51,15.37,16.1,29.88,93.9,13.25,6.2,2520,38.2,12.6,1.71,7.53,0.14,0.19,0.48
104_25ml-8,719.39,144.48,349.13,86.11,164.82,139.64,21.43,25.36,101.71,38.8,70.81,7.15,14.56,15.3,30.73,92.8,13.25,6.2,2523,38.2,12.6,1.72,7.53,0.14,0.19,0.48
104_25ml-9,720.16,144.48,348.22,86.11,164.82,141.75,21.89,25.77,104.02,38.8,76.8,7.15,14.56,15.3,29.88,88.38,13.83,6.2,2524,38.2,12.6,1.71,7.53,0.14,0.19,0.48
104_50ml-1,680.15,133.96,330.09,84.43,150.59,143.15,24.17,27.82,98.24,40.3,61.84,7.15,12.94,13.69,25.61,71.81,12.1,6.2,2388,38.1,24.2,2,7.57,0.15,0.21,0.53
104_50ml-10,679.38,133,328.27,85.27,149.84,143.15,24.17,27.82,98.24,39.93,61.84,7.15,12.94,13.69,24.76,70.7,12.1,6.2,2402,38.1,23.8,2,7,0.15,0.21,0.53
104_50ml-2,679.38,133.96,330.09,85.27,149.84,143.85,24.17,27.82,98.24,39.93,61.84,7.15,12.94,13.69,25.61,71.81,12.1,6.2,2303,38.1,24.2,2,7.57,0.15,0.21,0.53
104_50ml-3,679.38,133.96,329.18,79.36,150.59,132.62,22.34,25.77,91.31,39.93,61.84,6.8,12.13,12.88,24.76,67.39,12.1,5.31,2383,38.1,24,2,7.57,0.15,0.21,0.53
104_50ml-4,679.38,133.96,329.18,81.05,149.84,132.62,22.8,26.18,91.31,39.93,61.84,6.8,12.13,12.88,24.76,70.7,12.1,6.2,2394,38.1,24,2,7.12,0.15,0.21,0.53
104_50ml-5,679.38,133.96,329.18,84.43,150.59,143.15,24.17,27.82,98.24,39.93,61.84,7.15,12.94,13.69,24.76,71.81,12.1,6.2,2379,38.1,24,2,7.12,0.15,0.21,0.53
104_50ml-6,680.15,133.96,329.18,92.87,150.59,157.89,26.45,30.68,108.64,39.93,67.82,7.87,14.56,15.3,24.76,77.33,12.1,6.2,2383,38.1,23.9,2,7.12,0.15,0.21,0.53
104_50ml-7,679.38,133,329.18,84.43,150.59,143.15,24.17,27.82,98.24,39.93,61.84,7.15,12.94,13.69,24.76,71.81,12.1,6.2,2387,38.1,23.8,2,7.12,0.15,0.21,0.53
104_50ml-8,679.38,133.96,328.27,92.87,149.84,157.18,26.45,30.27,107.49,39.93,67.82,7.87,14.56,15.3,24.76,77.33,12.1,6.2,2429,38.1,23.8,2,7,0.15,0.21,0.53
104_50ml-9,679.38,133,328.27,83.58,149.84,140.34,23.71,27.41,95.93,39.93,61.84,7.15,12.94,13.69,24.76,70.7,12.1,6.2,2379,38.1,23.8,2,7,0.15,0.21,0.53
106_0ml-1,782.48,164.58,414.42,119.04,239.74,196.48,26.45,29.86,293.57,42.94,148.61,8.94,29.93,21.74,58.05,205.48,20.74,7.08,2622,35.5,0,0,7.68,0,0,0
106_0ml-10,781.71,165.53,416.23,120.73,240.49,196.48,26.9,30.27,292.42,42.94,150.6,9.3,29.93,21.74,58.05,218.73,20.74,7.08,2635,35.5,0,0,7.54,0,0,0
106_0ml-2,783.25,165.53,416.23,119.89,240.49,197.88,26.9,30.27,294.73,42.94,149.61,8.94,30.74,21.74,58.05,207.69,20.74,7.08,2633,35.5,0,0,7.68,0,0,0
106_0ml-3,782.48,165.53,416.23,119.04,240.49,195.78,26.45,29.86,291.26,42.94,149.61,8.94,29.93,21.74,58.05,205.48,20.74,7.08,2609,35.5,0,0,7.68,0,0,0
106_0ml-4,782.48,165.53,416.23,119.89,240.49,197.88,26.9,30.27,293.57,42.94,149.61,8.94,29.93,21.74,58.05,206.58,20.74,7.08,2641,35.5,0,0,7.68,0,0,0
106_0ml-5,782.48,165.53,416.23,119.04,240.49,195.08,26.45,30.27,290.11,42.94,150.6,8.94,29.93,21.74,58.05,204.37,20.74,7.08,2610,35.5,0,0,7.55,0,0,0
106_0ml-6,782.48,165.53,416.23,115.66,241.24,190.87,25.99,29.04,283.17,43.32,142.62,8.59,29.12,20.93,58.05,201.06,20.74,7.08,2625,35.5,0,0,7.55,0,0,0
106_0ml-7,781.71,165.53,416.23,115.66,240.49,190.87,25.99,29.04,283.17,42.94,142.62,8.59,29.12,20.93,58.05,201.06,20.74,7.08,2632,35.5,0,0,7.55,0,0,0
106_0ml-8,782.48,165.53,416.23,115.66,241.24,190.87,25.99,29.45,283.17,43.32,142.62,8.59,29.12,20.93,58.05,201.06,20.74,7.08,2627,35.5,0,0,7.55,0,0,0
106_0ml-9,782.48,165.53,416.23,119.89,240.49,196.48,26.45,30.27,292.42,42.94,149.61,8.94,29.93,21.74,58.05,205.48,20.74,7.08,2637,35.5,0,0,7.54,0,0,0
106_25ml-1,785.56,157.88,396.28,103,201.53,177.53,22.8,27,109.8,40.68,84.78,7.15,16.99,15.3,29.88,106.05,13.25,6.2,2464,35.6,15.5,2,7.87,0.15,0.21,0.53
106_25ml-10,789.41,157.88,399,103.84,202.28,178.94,22.34,26.59,109.8,40.3,84.78,7.15,17.8,16.1,30.73,106.05,13.25,6.2,2462,35.6,15.5,2,8.07,0.15,0.21,0.53
106_25ml-2,787.1,157.88,397.19,100.47,201.53,172.62,22.34,26.18,106.33,40.68,79.79,7.15,16.99,15.3,30.73,103.84,13.25,6.2,2461,35.6,15.6,2,7.87,0.15,0.21,0.53
106_25ml-3,786.33,157.88,397.19,96.25,201.53,164.9,21.43,24.95,101.71,40.68,85.77,6.8,16.18,15.3,29.88,100.53,13.25,6.2,2456,35.6,15.6,2,7.88,0.15,0.21,0.53
106_25ml-4,786.33,157.88,397.19,103,201.53,178.23,22.8,27,109.8,40.68,85.77,7.15,16.99,16.1,30.73,107.16,13.25,6.2,2459,35.6,15.6,2,7.88,0.15,0.21,0.53
106_25ml-5,786.33,157.88,397.19,102.16,202.28,176.13,22.8,27,108.64,40.68,85.77,7.15,16.99,16.1,30.73,106.05,13.25,6.2,2458,35.6,15.6,2,7.88,0.15,0.21,0.53
106_25ml-6,786.33,157.88,397.19,94.56,202.28,159.99,20.52,24.54,98.24,40.68,79.79,6.8,16.18,15.3,30.73,98.32,13.25,6.2,2462,35.6,15.6,2,7.88,0.15,0.21,0.53
106_25ml-7,788.64,157.88,398.1,100.47,202.28,173.32,22.34,26.18,106.33,40.68,79.79,7.15,16.99,16.1,30.73,103.84,13.25,6.2,2458,35.6,15.6,2,8.07,0.15,0.21,0.53
106_25ml-8,788.64,157.88,399,101.31,202.28,174.02,21.89,26.18,107.49,40.68,79.79,7.15,16.99,16.1,30.73,103.84,13.25,6.2,2456,35.6,16,2,8.07,0.15,0.21,0.53
106_25ml-9,788.64,158.84,399,101.31,202.28,174.02,21.89,25.77,107.49,40.3,79.79,7.15,17.8,16.1,30.73,104.95,13.25,6.2,2459,35.6,16,2,8.07,0.15,0.21,0.53
106_50ml-1,767.09,155.97,376.33,103,185.8,157.18,21.43,25.77,131.76,38.04,80.79,8.59,16.18,15.3,36.71,118.2,16.71,7.08,2541,35.7,25.9,2.14,7.27,0.16,0.22,0.55
106_50ml-10,767.09,155.97,377.24,103,185.8,158.59,21.43,25.77,134.07,37.67,81.78,8.59,16.18,16.1,37.56,118.2,16.71,7.08,2535,35.7,25.6,2.18,7.92,0.16,0.22,0.56
106_50ml-2,767.09,155.97,376.33,106.38,185.05,162.8,22.34,26.18,136.38,38.04,86.77,8.59,16.99,16.1,36.71,121.52,16.71,7.08,2544,35.7,25.7,2.15,7.27,0.16,0.22,0.56
106_50ml-3,766.32,155.97,376.33,106.38,185.05,162.8,22.34,26.59,137.54,38.04,86.77,8.59,16.99,16.1,36.71,121.52,16.71,7.08,2537,35.7,25.7,2.16,7.27,0.16,0.22,0.56
106_50ml-4,765.56,155.97,377.24,96.25,185.8,145.96,20.06,23.73,122.51,38.04,81.78,7.87,15.37,14.49,37.56,111.58,16.71,6.2,2595,35.7,25.7,2.16,7.97,0.16,0.22,0.56
106_50ml-5,766.32,155.97,377.24,103.84,185.8,158.59,21.89,25.77,132.92,38.04,81.78,8.59,16.99,16.1,37.56,119.31,16.71,7.08,2538,35.7,25.7,2.16,7.97,0.16,0.22,0.56
106_50ml-6,766.32,155.97,377.24,98.78,185.8,150.87,20.52,24.54,127.14,38.04,86.77,8.23,16.18,15.3,37.56,113.79,16.71,6.2,2546,35.7,25.7,2.17,7.97,0.16,0.22,0.56
106_50ml-7,766.32,155.97,378.15,96.25,185.8,148.06,20.06,24.14,124.83,37.67,81.78,7.87,15.37,14.49,37.56,111.58,16.71,6.2,2541,35.7,25.6,2.17,7.97,0.16,0.22,0.56
106_50ml-8,767.09,155.97,378.15,103,185.8,158.59,21.43,25.77,134.07,37.67,81.78,8.59,16.99,16.1,37.56,119.31,16.71,7.08,2541,35.7,25.6,2.18,7.92,0.16,0.22,0.56
106_50ml-9,767.86,155.97,378.15,104.69,185.8,161.39,22.34,26.18,136.38,37.67,86.77,8.59,16.99,16.1,37.56,120.41,16.71,7.08,2542,35.7,25.6,2.18,7.92,0.16,0.22,0.56
11_0ml-1,904.05,199.02,501.48,121.57,250.23,216.13,36.93,45.41,242.72,64.41,210.44,12.16,29.12,25.76,70.01,357.93,23.62,7.97,2645,36.2,0,0,7.84,0,0,0
11_0ml-10,901.74,198.07,499.66,120.73,249.48,214.72,36.48,45,243.87,64.03,213.44,11.81,28.31,24.96,70.86,357.93,23.62,7.97,2605,36.2,0,0,7.64,0,0,0
11_0ml-2,902.51,198.07,500.57,120.73,248.73,214.72,36.48,45,243.87,64.41,214.43,11.81,28.31,24.96,70.86,359.03,23.62,7.97,2640,36.2,0,0,7.63,0,0,0
11_0ml-3,902.51,199.02,499.66,120.73,248.73,213.32,36.48,45,241.56,64.41,214.43,12.16,28.31,24.96,70.86,360.14,23.62,7.08,2633,36.2,0,0,7.63,0,0,0
11_0ml-4,902.51,199.02,500.57,118.2,248.73,209.81,35.57,43.77,238.09,64.03,204.46,11.81,28.31,24.96,70.86,351.3,23.62,7.97,2643,36.2,0,0,7.63,0,0,0
11_0ml-5,901.74,199.02,500.57,130.02,249.48,232.27,39.67,48.27,263.52,64.03,213.44,12.88,30.74,27.37,70.86,382.23,23.62,7.97,2652,36.2,0,0,7.63,0,0,0
11_0ml-6,901.74,199.02,500.57,120.73,249.48,213.32,36.48,44.59,241.56,64.03,213.44,11.81,28.31,24.96,70.86,360.14,23.62,7.97,2644,36.2,0,0,7.64,0,0,0
11_0ml-7,901.74,199.02,500.57,121.57,249.48,215.43,36.93,45,245.03,64.03,215.43,11.81,29.12,25.76,70.86,360.14,23.62,7.97,2650,36.2,0,0,7.64,0,0,0
11_0ml-8,901.74,199.02,500.57,118.2,249.48,209.11,35.57,43.77,236.94,64.03,204.46,11.81,28.31,24.96,70.86,351.3,23.62,7.97,2637,36.2,0,0,7.64,0,0,0
11_0ml-9,901.74,198.07,500.57,121.57,249.48,215.43,36.93,45,243.87,64.03,213.44,11.81,28.31,24.96,70.86,360.14,23.62,7.97,2603,36.2,0,0,7.64,0,0,0
11_25ml-1,832.49,173.19,436.18,103,203.78,175.43,25.53,29.45,153.72,40.68,98.74,8.94,19.46,16.91,40.13,144.72,16.13,6.2,1907,36.3,13.6,2,7.68,0.15,0.21,0.53
11_25ml-10,826.34,172.23,430.74,104.69,201.53,178.94,25.99,29.86,156.03,40.68,104.72,9.3,19.42,17.71,40.13,148.03,16.13,6.2,1924,36.3,13.6,2,7.88,0.15,0.21,0.53
11_25ml-2,831.72,173.19,435.28,103.84,203.03,176.83,25.53,29.45,153.72,40.68,98.74,8.94,19.42,16.91,40.13,145.82,16.13,6.2,1907,36.3,13.6,2,7.68,0.15,0.21,0.53
11_25ml-3,831.72,173.19,434.37,105.53,203.03,181.04,25.99,30.27,158.34,40.68,104.72,9.3,19.42,17.71,40.13,149.14,16.13,7.08,1909,36.3,13.6,2,7.68,0.15,0.21,0.53
11_25ml-4,831.72,172.23,434.37,104.69,203.03,179.64,25.99,30.27,157.19,40.68,104.72,9.3,19.42,17.71,40.13,146.93,16.13,7.08,1905,36.3,13.6,2,7.68,0.15,0.21,0.53
11_25ml-5,830.95,172.23,434.37,106.38,203.03,181.74,25.99,30.27,158.34,40.68,104.72,9.3,20.22,17.71,40.13,149.14,16.13,6.2,1919,36.3,13.6,2,7.87,0.15,0.21,0.53
11_25ml-6,827.11,172.23,431.65,104.69,201.53,178.94,25.99,30.27,157.19,40.68,104.72,8.94,19.42,16.91,39.27,146.93,16.13,6.2,1918,36.3,13.6,2,7.87,0.15,0.21,0.53
11_25ml-7,826.34,172.23,430.74,105.53,201.53,180.34,25.99,30.27,157.19,40.68,104.72,9.3,19.42,17.71,40.13,148.03,16.13,6.2,1924,36.3,13.6,2,7.87,0.15,0.21,0.53
11_25ml-8,825.57,172.23,430.74,103,201.53,175.43,25.53,29.45,153.72,40.68,98.74,8.94,19.42,17.71,40.13,144.72,16.13,6.2,1892,36.3,13.7,2,7.87,0.15,0.21,0.53
11_25ml-9,827.11,172.23,431.65,103,201.53,175.43,25.53,29.45,153.72,40.68,98.74,8.94,19.42,16.91,39.27,144.72,16.13,6.2,1889,36.3,13.7,2,7.88,0.15,0.21,0.53
11_50ml-1,879.43,177.97,440.72,109.75,210.52,184.55,26.9,32.32,153.72,44.82,93.75,8.94,19.42,18.52,40.98,155.76,16.71,7.08,2131,36.3,21.1,2,7.04,0.15,0.21,0.53
11_50ml-10,862.5,176.06,433.46,109.75,206.78,184.55,27.36,32.73,156.03,45.2,92.76,9.3,20.22,18.52,40.98,154.66,16.71,7.08,2156,36.3,20.8,2,7.87,0.15,0.21,0.53
11_50ml-2,874.81,177.97,438.9,105.53,209.78,179.64,26.45,31.09,150.25,44.82,86.77,8.59,19.42,17.71,40.13,143.61,16.71,6.2,2122,36.3,21.1,2,7.04,0.15,0.21,0.53
11_50ml-3,874.04,177.97,438.9,108.07,209.03,183.15,26.9,32.32,153.72,45.2,93.75,8.94,19.42,18.52,40.98,148.03,17.28,7.08,2130,36.3,21,2,7.04,0.15,0.21,0.53
11_50ml-4,870.19,177.02,438,106.38,209.03,179.64,25.99,31.5,150.25,45.2,86.77,8.59,19.42,16.91,40.13,142.51,16.71,6.2,2145,36.3,21,2,7.04,0.15,0.21,0.53
11_50ml-5,867.89,177.97,437.09,108.07,208.28,183.85,26.9,32.32,153.72,45.2,92.76,8.94,19.42,17.71,40.13,145.82,16.71,7.08,2128,36.3,21,2,7.84,0.15,0.21,0.53
11_50ml-6,867.12,177.02,437.09,108.91,208.28,183.85,26.9,32.32,154.88,45.2,92.76,8.94,19.42,17.71,40.13,145.82,16.71,7.08,2137,36.3,21,2,7.84,0.15,0.21,0.53
11_50ml-7,865.58,177.02,437.09,108.91,208.28,184.55,26.9,32.32,156.03,45.2,92.76,8.94,19.42,17.71,40.13,146.93,16.71,7.08,2123,36.3,20.8,2,7.84,0.15,0.21,0.53
11_50ml-8,864.81,176.06,435.28,105.53,207.53,178.94,26.45,31.5,151.41,45.2,87.77,8.94,19.42,17.71,40.13,142.51,16.71,6.2,2105,36.3,20.8,2,7.84,0.15,0.21,0.53
11_50ml-9,864.04,176.06,434.37,107.22,207.53,181.74,27.36,32.32,153.72,45.2,93.75,9.3,19.42,18.52,40.98,145.82,16.71,7.08,2153,36.3,20.8,2,7.87,0.15,0.21,0.53
115_0ml-1,722.47,145.44,364.54,94.56,175.31,160.69,29.64,35.18,137.54,50.47,89.76,9.3,16.99,16.1,35,113.79,14.4,7.08,2641,35,0,0,7.96,0,0,0
115_0ml-10,720.16,145.44,364.54,92.02,174.56,157.18,28.73,33.95,134.07,50.47,83.78,8.94,16.18,16.1,35,110.47,14.4,6.2,2651,35,0,0,7.92,0,0,0
115_0ml-2,720.93,145.44,363.64,92.02,174.56,157.18,28.73,33.95,134.07,50.1,83.78,8.94,16.18,16.1,34.15,110.47,14.4,6.2,2636,35,0,0,7.96,0,0,0
115_0ml-3,720.93,145.44,364.54,95.4,174.56,162.8,29.64,35.18,138.7,50.1,89.76,9.3,16.99,16.1,34.15,113.79,14.4,7.08,2634,35,0,0,7.96,0,0,0
115_0ml-4,720.93,145.44,364.54,93.71,175.31,159.99,29.64,34.77,136.38,50.1,88.77,8.94,16.99,16.1,35,112.68,14.4,7.08,2642,35,0,0,7.96,0,0,0
115_0ml-5,720.93,145.44,364.54,93.71,175.31,159.99,29.18,34.77,136.38,50.1,88.77,8.94,16.99,16.1,35,113.79,14.4,7.08,2639,35,0,0,7.96,0,0,0
115_0ml-6,720.93,145.44,364.54,94.56,174.56,162.1,29.64,35.18,137.54,50.47,88.77,9.3,16.99,16.1,35,112.68,14.4,7.08,2638,35,0,0,7.96,0,0,0
115_0ml-7,720.93,145.44,364.54,94.56,175.31,162.1,29.64,35.18,138.7,50.47,89.76,9.3,16.99,16.1,35,113.79,14.4,7.08,2689,35,0,0,7.92,0,0,0
115_0ml-8,720.93,145.44,364.54,94.56,174.56,162.1,29.64,35.18,138.7,50.1,89.76,9.3,16.99,16.1,35,113.79,14.4,7.08,2642,35,0,0,7.92,0,0,0
115_0ml-9,720.93,145.44,364.54,86.11,175.31,143.15,26.45,31.5,122.51,50.47,83.78,8.23,15.37,14.49,35,109.37,14.4,6.2,2571,35,0,0,7.92,0,0,0
115_25ml-1,674.77,129.17,325.55,86.11,150.59,145.96,22.8,26.59,100.55,38.42,65.83,7.15,13.75,13.69,25.61,75.12,11.52,6.2,2428,35.1,11.3,1.7,8.07,0.14,0.19,0.48
115_25ml-10,674,130.13,324.64,84.43,150.59,142.45,21.89,25.77,98.24,38.42,60.84,6.8,12.94,13.69,25.61,72.91,11.52,6.2,2383,35.1,12.1,1.75,7.97,0.14,0.19,0.49
115_25ml-2,674.77,130.13,325.55,83.58,151.34,141.75,21.89,25.77,97.09,38.42,60.84,6.8,12.94,13.69,25.61,72.91,11.52,6.2,2386,35.1,11.4,1.71,8.07,0.14,0.19,0.48
115_25ml-3,674.77,129.17,325.55,81.05,151.34,134.73,20.97,24.95,92.46,38.42,64.83,6.8,12.13,12.88,25.61,70.7,11.52,6.2,2389,35.1,11.4,1.72,8.02,0.14,0.19,0.48
115_25ml-4,674.77,130.13,325.55,83.58,150.59,142.45,21.89,25.77,98.24,38.42,60.84,6.8,12.94,13.69,25.61,72.91,11.52,6.2,2383,35.1,11.6,1.72,8.02,0.14,0.19,0.48
115_25ml-5,674,130.13,325.55,86.96,150.59,144.55,22.34,26.59,99.4,38.42,65.83,7.15,12.94,13.69,25.61,75.12,11.52,6.2,2357,35.1,11.6,1.73,8.02,0.14,0.19,0.49
115_25ml-6,674,130.13,325.55,85.27,150.59,145.25,22.8,26.59,99.4,38.42,64.83,7.15,13.75,13.69,25.61,75.12,11.52,6.2,2384,35.1,11.9,1.73,8.02,0.14,0.19,0.49
115_25ml-7,674.77,129.17,325.55,86.11,150.59,146.66,22.8,26.59,100.55,38.42,65.83,7.15,13.75,13.69,25.61,75.12,11.52,6.2,2382,35.1,12.1,1.74,7.97,0.14,0.19,0.49
115_25ml-8,674,130.13,325.55,92.02,150.59,157.18,24.17,28.63,107.49,38.42,65.83,7.51,14.56,14.49,25.61,79.54,11.52,7.08,2382,35.1,12.1,1.74,7.97,0.14,0.19,0.49
115_25ml-9,674,129.17,325.55,86.11,150.59,145.96,22.34,26.59,100.55,38.42,65.83,7.15,13.75,13.69,25.61,74.02,11.52,6.2,2385,35.1,12.2,1.74,7.97,0.14,0.19,0.49
115_50ml-1,691.69,135.87,339.15,85.27,158.08,146.66,22.8,27.41,106.33,39.17,67.82,7.15,14.56,14.49,29.03,91.69,12.1,6.2,2363,35.2,20.8,2,7.67,0.15,0.21,0.53
115_50ml-10,687.85,134.92,337.34,85.27,156.58,146.66,22.8,27.41,106.33,39.17,67.82,7.51,14.56,14.49,29.03,90.59,12.67,6.2,2354,35.2,21.4,2,7.46,0.15,0.21,0.53
115_50ml-2,690.92,134.92,338.25,85.27,158.08,147.36,22.8,27.41,106.33,39.17,67.82,7.15,14.56,14.49,28.17,91.69,12.1,6.2,2355,35.2,20.8,2,7.67,0.15,0.21,0.53
115_50ml-3,690.15,134.92,339.15,87.8,158.08,151.57,23.71,28.23,109.8,39.17,71.81,7.51,14.56,14.49,29.03,93.9,12.67,6.2,2335,35.2,20.9,2,7.01,0.15,0.21,0.53
115_50ml-4,690.15,134.92,339.15,87.8,157.33,151.57,23.71,28.23,109.8,39.17,72.81,7.51,14.56,14.49,29.03,92.8,12.67,6.2,2354,35.2,20.9,2,7.01,0.15,0.21,0.53
115_50ml-5,689.38,134.92,338.25,82.74,157.33,141.04,21.89,26.59,102.87,39.17,72.81,7.15,13.75,13.69,28.17,88.38,12.67,6.2,2335,35.2,21.1,2,7.01,0.15,0.21,0.53
115_50ml-6,688.61,134.92,338.25,86.96,157.33,150.17,23.71,28.23,108.64,39.17,72.81,7.51,14.56,14.49,29.03,92.8,12.67,6.2,2356,35.2,21.2,2,7.01,0.15,0.21,0.53
115_50ml-7,688.61,134.92,338.25,86.96,157.33,150.87,23.71,28.23,109.8,39.17,72.81,7.51,14.56,14.49,29.03,93.9,12.67,6.2,2345,35.2,21.2,2,7.46,0.15,0.21,0.53
115_50ml-8,688.61,134.92,338.25,86.96,157.33,150.87,23.71,28.23,109.8,39.17,72.81,7.51,15.37,14.49,29.03,93.9,12.67,6.2,2357,35.2,21.3,2,7.46,0.15,0.21,0.53
115_50ml-9,687.85,134.92,337.34,87.8,156.58,151.57,23.71,28.23,109.8,39.17,72.81,7.51,15.37,14.49,29.03,93.9,12.67,6.2,2363,35.2,21.4,2,7.46,0.15,0.21,0.53
121_0ml-1,788.64,171.28,427.12,108.91,212.77,188.76,37.85,45.41,197.64,62.15,127.66,11.45,21.84,20.13,46.96,157.97,17.86,7.08,2639,37.8,0,0,7.29,0,0,0
121_0ml-10,787.1,171.28,426.21,108.07,212.77,187.36,38.3,45.82,195.33,62.15,126.67,11.45,21.03,19.32,46.1,156.87,17.86,6.2,2642,37.8,0,0,7.16,0,0,0
121_0ml-2,787.87,171.28,426.21,106.38,212.77,183.85,36.93,44.18,191.86,62.15,119.68,11.09,21.03,19.32,46.1,154.66,17.86,7.08,2642,37.8,0,0,7.29,0,0,0
121_0ml-3,787.1,171.28,426.21,108.91,212.77,187.36,38.3,45.82,196.49,62.15,126.67,11.45,21.03,19.32,46.1,156.87,17.86,7.08,2641,37.8,0,0,7.29,0,0,0
121_0ml-4,787.87,171.28,426.21,102.16,212.77,175.43,35.57,42.54,183.77,62.15,127.66,10.73,20.22,18.52,46.1,149.14,17.86,7.08,2646,37.8,0,0,7.29,0,0,0
121_0ml-5,787.87,171.28,426.21,106.38,212.77,183.85,36.93,44.59,191.86,62.15,119.68,11.09,21.03,19.32,46.1,154.66,17.86,7.08,2640,37.8,0,0,7.15,0,0,0
121_0ml-6,787.1,171.28,426.21,106.38,212.77,183.15,36.93,44.18,191.86,62.15,119.68,11.09,21.03,19.32,46.1,153.55,17.86,7.08,2640,37.8,0,0,7.15,0,0,0
121_0ml-7,787.1,171.28,426.21,118.2,212.77,204.2,41.04,49.5,213.82,62.15,126.67,12.16,23.46,20.93,46.1,167.92,17.86,7.97,2656,37.8,0,0,7.15,0,0,0
121_0ml-8,787.1,171.28,426.21,109.75,212.77,189.46,38.3,45.82,197.64,62.15,127.66,11.45,21.84,20.13,46.1,157.97,17.86,7.08,2644,37.8,0,0,7.15,0,0,0
121_0ml-9,787.1,171.28,426.21,106.38,212.77,183.85,37.39,44.59,191.86,62.15,119.68,11.09,21.03,19.32,46.1,154.66,17.86,7.08,2636,37.8,0,0,7.16,0,0,0
121_25ml-1,686.31,134.92,337.34,82.74,156.58,138.24,22.8,26.59,106.33,39.55,72.81,7.51,12.94,13.69,29.03,88.38,12.67,6.2,2418,37.8,17.1,2,7.98,0.15,0.21,0.53
121_25ml-10,685.54,135.87,337.34,86.96,156.58,148.06,24.62,28.63,115.58,39.93,78.79,7.87,14.56,14.49,29.03,89.48,12.67,6.2,2414,37.8,16.8,2,7.08,0.15,0.21,0.53
121_25ml-2,685.54,134.92,337.34,88.65,156.58,151.57,24.62,29.04,117.89,39.55,77.79,7.87,14.56,14.49,29.03,90.59,12.67,6.2,2475,37.8,16.9,2,7.98,0.15,0.21,0.53
121_25ml-3,685.54,134.92,337.34,86.11,156.58,146.66,24.17,28.23,114.42,39.93,72.81,7.51,14.56,14.49,29.03,88.38,12.67,6.2,2418,37.8,16.9,2,7.24,0.15,0.21,0.53
121_25ml-4,685.54,135.87,337.34,88.65,156.58,151.57,24.62,29.04,117.89,39.93,77.79,7.87,14.56,14.49,29.03,90.59,12.67,6.2,2421,37.8,16.9,2,7.24,0.15,0.21,0.53
121_25ml-5,685.54,135.87,337.34,88.65,156.58,150.87,24.62,29.04,117.89,39.93,78.79,7.87,14.56,14.49,29.03,90.59,12.67,6.2,2427,37.8,16.9,2,7.24,0.15,0.21,0.53
121_25ml-6,685.54,135.87,337.34,88.65,156.58,151.57,25.08,29.04,117.89,39.93,77.79,7.87,14.56,14.49,29.03,90.59,12.67,6.2,2418,37.8,16.9,2,7.24,0.15,0.21,0.53
121_25ml-7,685.54,135.87,337.34,86.11,156.58,147.36,24.17,28.23,114.42,39.93,72.81,7.87,13.75,14.49,29.03,88.38,12.67,6.2,2491,37.8,16.9,2,7.08,0.15,0.21,0.53
121_25ml-8,685.54,135.87,338.25,89.49,156.58,152.97,25.08,29.45,119.05,39.93,78.79,7.87,14.56,14.49,29.03,91.69,12.67,6.2,2437,37.8,16.9,2,7.08,0.15,0.21,0.53
121_25ml-9,685.54,135.87,337.34,87.8,156.58,150.17,24.62,29.04,116.74,39.93,78.79,7.87,14.56,14.49,29.03,90.59,12.67,6.2,2419,37.8,16.9,2,7.08,0.15,0.21,0.53
